Date;USD;EUR;JPY;GBP;CAD;CHF;INR;CNY;TRY;SAR;IDR;AED;THB;VND;EGP;KRW;RUB;ZAR;AUD
29/12/1978;226,0;137,1;#N/A;110,7;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
01/01/1979;226,0;137,1;#N/A;110,7;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/01/1979;226,8;137,3;43.164,9;111,5;263,7;359,6;1.792,9;#N/A;#N/A;735,6;138.160,5;851,3;4.454,6;#N/A;#N/A;107.470,0;#N/A;194,6;193,6
03/01/1979;218,6;134,0;43.717,9;108,0;264,4;365,9;1.802,2;#N/A;#N/A;739,4;138.877,0;855,7;4.477,7;#N/A;#N/A;108.027,4;#N/A;192,2;193,0
04/01/1979;223,2;136,8;43.674,9;110,7;264,1;366,4;1.811,7;#N/A;#N/A;743,4;139.616,3;860,3;4.501,5;#N/A;#N/A;108.602,5;#N/A;193,0;194,6
05/01/1979;225,5;138,4;44.582,5;111,6;268,4;373,7;1.843,6;#N/A;#N/A;756,4;142.069,1;875,4;4.580,6;#N/A;#N/A;110.510,4;#N/A;196,4;197,9
08/01/1979;223,1;136,4;44.436,2;110,2;269,5;372,6;1.841,3;#N/A;#N/A;750,9;141.870,9;869,7;4.574,2;#N/A;#N/A;110.356,3;#N/A;197,2;197,9
09/01/1979;224,0;137,3;44.045,6;111,0;266,3;372,8;1.822,5;#N/A;#N/A;743,3;140.446,7;860,9;4.528,3;#N/A;#N/A;109.248,4;#N/A;195,0;195,9
10/01/1979;220,7;135,5;43.366,4;109,9;261,8;365,9;1.803,5;#N/A;#N/A;735,6;138.981,0;852,0;4.481,0;#N/A;#N/A;108.108,3;#N/A;192,0;192,7
11/01/1979;220,7;135,9;43.770,6;110,2;262,5;370,9;1.814,6;#N/A;#N/A;740,1;139.833,8;857,2;4.508,5;#N/A;#N/A;108.771,7;#N/A;192,4;193,8
12/01/1979;217,6;134,1;42.837,1;109,0;257,2;364,6;1.782,6;#N/A;#N/A;727,1;137.371,8;842,1;4.429,1;#N/A;#N/A;106.856,6;#N/A;187,1;189,8
15/01/1979;216,9;133,8;42.795,3;108,8;256,8;367,8;1.782,0;#N/A;#N/A;718,1;135.122,4;825,5;4.374,7;#N/A;#N/A;106.819,8;#N/A;187,3;189,8
16/01/1979;220,7;135,6;43.225,9;110,2;260,9;367,7;1.796,5;#N/A;#N/A;724,0;136.222,9;832,3;4.410,4;#N/A;#N/A;107.689,8;#N/A;189,3;191,9
17/01/1979;227,3;139,2;44.349,7;113,3;267,6;376,2;1.842,1;#N/A;#N/A;742,3;139.676,2;853,4;4.522,2;#N/A;#N/A;110.419,8;#N/A;196,0;197,1
18/01/1979;231,8;141,7;44.823,4;115,3;270,8;379,1;1.861,7;#N/A;#N/A;750,3;141.168,1;862,5;4.570,5;#N/A;#N/A;111.599,2;#N/A;197,1;199,0
19/01/1979;230,6;141,1;46.908,8;115,1;280,9;396,1;1.940,8;#N/A;#N/A;782,1;147.159,4;899,1;4.764,4;#N/A;#N/A;116.335,5;#N/A;206,5;207,6
22/01/1979;235,0;144,0;46.387,4;117,6;278,3;393,5;1.886,9;#N/A;#N/A;781,1;146.492,8;898,4;4.746,6;#N/A;#N/A;115.493,3;#N/A;203,5;205,7
23/01/1979;230,0;141,1;45.633,1;115,2;273,3;386,8;1.895,4;#N/A;#N/A;768,4;144.110,7;883,8;4.669,5;#N/A;#N/A;113.615,3;#N/A;200,7;202,0
24/01/1979;236,1;144,7;46.372,4;118,1;278,9;392,8;1.926,1;#N/A;#N/A;780,9;146.445,4;898,1;4.745,1;#N/A;#N/A;115.456,0;#N/A;203,9;205,6
25/01/1979;233,9;144,0;46.890,3;117,3;280,1;397,2;1.937,8;#N/A;#N/A;785,6;147.335,8;903,6;4.774,0;#N/A;#N/A;116.157,9;#N/A;205,2;206,5
26/01/1979;235,5;144,6;46.801,3;118,0;279,6;394,6;1.929,3;#N/A;#N/A;782,2;146.687,1;899,6;4.752,9;#N/A;#N/A;115.646,5;#N/A;204,3;206,0
29/01/1979;235,2;145,3;46.917,3;117,9;279,3;395,3;1.887,0;#N/A;#N/A;780,0;146.264,7;896,1;4.721,9;#N/A;#N/A;115.498,5;#N/A;203,1;206,0
30/01/1979;233,5;144,1;46.907,2;116,9;278,5;394,2;1.921,6;#N/A;#N/A;777,9;145.868,4;893,7;4.709,1;#N/A;#N/A;115.185,5;#N/A;203,1;205,6
31/01/1979;233,7;144,8;45.160,3;117,4;267,1;379,3;1.840,8;#N/A;#N/A;745,2;139.739,3;856,1;4.511,3;#N/A;#N/A;108.235,8;#N/A;194,5;197,2
01/02/1979;229,4;142,9;47.160,5;115,8;279,2;397,1;1.927,1;#N/A;#N/A;780,1;146.291,2;896,3;4.722,8;#N/A;#N/A;113.310,7;#N/A;202,3;205,8
02/02/1979;230,3;143,5;46.328,3;116,3;275,5;393,0;1.907,4;#N/A;#N/A;772,1;144.790,6;887,1;4.674,3;#N/A;#N/A;112.148,3;#N/A;199,4;203,5
05/02/1979;243,1;150,3;47.766,0;122,2;285,8;403,9;1.971,9;#N/A;#N/A;800,5;149.178,8;909,7;4.797,3;#N/A;#N/A;115.919,1;#N/A;207,0;210,9
06/02/1979;244,5;150,8;48.317,7;122,6;289,7;408,7;1.996,8;#N/A;#N/A;810,8;151.091,6;921,4;4.858,8;#N/A;#N/A;117.405,4;#N/A;211,0;214,0
07/02/1979;251,6;153,7;48.835,7;124,9;296,9;412,3;2.031,0;#N/A;#N/A;824,6;153.677,8;937,2;4.942,0;#N/A;#N/A;119.415,1;#N/A;215,6;218,4
08/02/1979;250,5;153,5;50.293,3;124,9;303,3;420,6;2.081,0;#N/A;#N/A;845,0;157.467,5;960,3;5.063,9;#N/A;#N/A;122.359,8;#N/A;217,6;223,1
09/02/1979;246,8;151,3;48.548,6;123,3;291,4;405,7;2.000,9;#N/A;#N/A;812,6;151.432,5;923,5;4.869,8;#N/A;#N/A;117.670,3;#N/A;208,8;214,7
12/02/1979;244,3;150,0;49.820,4;121,9;298,0;415,4;2.046,4;#N/A;#N/A;840,7;156.000,0;961,5;5.036,8;#N/A;#N/A;120.300,1;#N/A;214,3;220,0
13/02/1979;240,6;148,1;48.714,8;120,1;291,0;406,5;2.000,6;#N/A;#N/A;822,1;152.538,2;940,2;4.925,1;#N/A;#N/A;117.630,5;#N/A;208,7;214,4
14/02/1979;240,7;148,3;47.638,5;120,0;283,2;397,9;1.946,7;#N/A;#N/A;799,9;148.426,1;914,9;4.792,3;#N/A;#N/A;114.459,4;#N/A;202,6;209,9
15/02/1979;247,8;152,4;49.146,7;123,6;292,6;408,0;2.008,3;#N/A;#N/A;825,2;153.125,0;943,8;4.944,0;#N/A;#N/A;118.083,0;#N/A;209,8;216,4
16/02/1979;247,1;152,2;49.351,9;123,3;293,5;411,9;2.016,7;#N/A;#N/A;828,7;153.764,4;947,8;4.964,7;#N/A;#N/A;118.576,0;#N/A;210,0;217,2
19/02/1979;248,1;152,8;50.094,5;123,9;298,3;417,5;2.047,4;#N/A;#N/A;839,9;156.000,1;959,5;5.087,3;#N/A;#N/A;120.360,2;#N/A;213,6;220,5
20/02/1979;247,0;152,2;49.921,7;123,2;296,4;414,5;2.032,4;#N/A;#N/A;833,9;154.884,1;952,7;5.050,9;#N/A;#N/A;119.499,2;#N/A;210,0;219,3
21/02/1979;250,8;154,6;50.398,6;124,9;297,8;417,1;2.039,2;#N/A;#N/A;836,7;155.400,9;955,8;5.067,8;#N/A;#N/A;119.897,9;#N/A;211,0;220,5
22/02/1979;252,4;155,4;50.607,4;125,6;300,2;420,5;2.052,7;#N/A;#N/A;842,2;156.429,9;962,2;5.101,4;#N/A;#N/A;120.691,8;#N/A;212,6;222,3
23/02/1979;251,0;154,4;50.405,4;124,8;299,4;418,0;2.042,0;#N/A;#N/A;837,8;155.613,4;957,1;5.074,7;#N/A;#N/A;120.061,9;#N/A;211,7;221,3
26/02/1979;248,6;152,7;50.592,6;123,0;299,7;416,8;2.034,5;#N/A;#N/A;837,2;156.436,9;957,4;5.042,2;#N/A;#N/A;119.622,7;#N/A;211,5;221,7
27/02/1979;247,9;152,5;50.111,4;122,6;296,3;412,9;2.012,7;#N/A;#N/A;828,3;154.759,6;947,1;4.988,2;#N/A;#N/A;118.340,2;#N/A;210,3;219,5
28/02/1979;251,3;154,6;50.209,1;124,2;295,5;413,6;2.011,7;#N/A;#N/A;827,8;154.683,1;946,6;4.985,7;#N/A;#N/A;119.929,3;#N/A;209,4;219,6
01/03/1979;248,8;153,3;50.821,0;123,0;295,7;417,7;2.023,9;#N/A;#N/A;832,9;155.619,5;952,4;5.015,9;#N/A;#N/A;120.655,2;#N/A;210,2;221,2
02/03/1979;248,0;152,8;50.920,8;122,7;295,0;417,3;2.020,5;#N/A;#N/A;831,5;155.360,1;950,8;5.007,5;#N/A;#N/A;120.454,2;#N/A;210,0;221,3
05/03/1979;238,2;147,0;49.760,5;117,8;287,5;407,9;1.972,1;#N/A;#N/A;813,9;151.749,8;929,2;4.898,6;#N/A;#N/A;117.567,5;#N/A;204,8;216,0
06/03/1979;239,8;147,9;48.982,7;118,4;283,9;401,2;1.941,2;#N/A;#N/A;801,2;149.377,6;914,7;4.822,0;#N/A;#N/A;115.729,6;#N/A;202,0;212,9
07/03/1979;242,3;149,1;49.423,0;119,1;286,7;403,8;1.954,0;#N/A;#N/A;806,5;150.357,7;920,7;4.853,7;#N/A;#N/A;116.489,0;#N/A;204,0;214,9
08/03/1979;239,2;147,1;48.791,8;117,1;281,9;397,9;1.919,8;#N/A;#N/A;792,4;147.726,4;904,6;4.768,7;#N/A;#N/A;114.450,4;#N/A;201,0;212,2
09/03/1979;241,0;148,4;49.315,2;118,2;284,1;401,7;1.938,1;#N/A;#N/A;799,9;149.132,5;913,2;4.814,1;#N/A;#N/A;115.539,8;#N/A;202,7;213,8
12/03/1979;240,0;148,0;49.652,4;117,6;283,9;403,5;1.939,7;#N/A;#N/A;806,5;150.625,1;924,6;4.867,2;#N/A;#N/A;115.638,2;#N/A;203,0;214,5
13/03/1979;239,1;147,8;50.063,3;117,2;280,6;403,2;1.963,4;#N/A;#N/A;801,7;149.735,2;919,1;4.838,5;#N/A;#N/A;114.954,9;#N/A;202,2;214,2
14/03/1979;239,5;147,8;49.758,4;117,6;281,1;402,8;1.969,9;#N/A;#N/A;804,4;150.232,0;922,2;4.854,5;#N/A;#N/A;115.336,3;#N/A;202,3;214,3
15/03/1979;240,1;148,2;49.673,7;117,9;281,4;403,4;1.970,1;#N/A;#N/A;804,4;150.243,2;922,2;4.854,9;#N/A;#N/A;115.344,9;#N/A;202,1;214,1
16/03/1979;244,0;150,8;49.687,0;120,2;280,8;403,1;1.972,9;#N/A;#N/A;805,6;150.461,7;923,6;4.862,0;#N/A;#N/A;115.512,7;#N/A;202,3;214,0
19/03/1979;242,3;149,7;50.584,7;119,7;284,6;410,9;2.016,9;#N/A;#N/A;821,2;152.500,4;938,1;4.947,8;#N/A;#N/A;118.090,2;#N/A;206,3;217,8
20/03/1979;242,1;149,4;50.126,5;119,1;283,0;407,5;1.991,6;#N/A;#N/A;810,8;150.580,7;926,3;4.885,5;#N/A;#N/A;116.603,6;#N/A;204,1;216,0
21/03/1979;239,9;148,3;49.778,1;118,1;280,2;407,0;1.977,7;#N/A;#N/A;805,2;149.534,2;919,9;4.851,6;#N/A;#N/A;115.793,2;#N/A;203,4;215,0
22/03/1979;242,9;149,9;49.959,6;119,4;283,7;410,3;1.998,0;#N/A;#N/A;813,5;151.066,3;929,3;4.901,3;#N/A;#N/A;116.979,6;#N/A;205,0;216,9
23/03/1979;242,5;149,7;49.816,2;119,0;282,7;409,1;1.987,5;#N/A;#N/A;809,2;150.273,2;924,4;4.875,6;#N/A;#N/A;116.365,5;#N/A;204,0;215,8
26/03/1979;245,3;151,0;50.353,1;119,4;285,2;411,0;1.989,9;#N/A;#N/A;817,3;152.687,7;933,9;4.937,2;#N/A;#N/A;116.508,1;#N/A;205,5;217,5
27/03/1979;244,4;150,7;51.005,2;119,0;287,9;415,3;2.006,2;#N/A;#N/A;824,0;153.937,7;941,5;4.977,6;#N/A;#N/A;117.461,9;#N/A;208,4;219,9
28/03/1979;244,4;150,7;50.684,1;119,3;283,7;410,5;1.988,9;#N/A;#N/A;816,9;152.609,9;933,4;4.934,6;#N/A;#N/A;116.448,7;#N/A;206,3;218,1
29/03/1979;241,5;149,1;50.335,8;117,5;281,1;408,5;1.966,0;#N/A;#N/A;807,5;150.853,3;922,7;4.877,8;#N/A;#N/A;115.108,3;#N/A;203,9;215,8
30/03/1979;240,1;148,0;50.274,3;116,2;278,2;406,2;1.940,2;#N/A;#N/A;796,7;148.844,2;910,4;4.812,9;#N/A;#N/A;116.123,6;#N/A;202,4;214,6
02/04/1979;239,7;148,5;50.844,1;115,9;277,6;409,2;1.948,1;#N/A;#N/A;807,9;150.001,6;922,9;4.849,6;#N/A;#N/A;116.233,1;#N/A;203,1;215,2
03/04/1979;240,0;148,8;51.208,1;116,2;278,1;409,0;1.942,6;#N/A;#N/A;808,2;150.047,9;923,1;4.851,1;#N/A;#N/A;116.269,0;#N/A;202,9;215,6
04/04/1979;239,8;148,5;51.481,1;116,0;277,0;409,2;1.940,8;#N/A;#N/A;807,5;149.912,8;922,3;4.846,8;#N/A;#N/A;116.164,3;#N/A;202,7;215,7
05/04/1979;240,7;149,1;51.850,4;116,0;277,0;411,9;1.939,5;#N/A;#N/A;806,9;149.806,9;921,7;4.843,3;#N/A;#N/A;116.082,2;#N/A;202,9;216,3
06/04/1979;239,8;148,5;51.488,4;114,9;275,8;410,0;1.922,7;#N/A;#N/A;799,9;148.511,8;913,7;4.801,5;#N/A;#N/A;115.078,7;#N/A;203,4;216,1
09/04/1979;240,2;149,9;51.461,3;114,7;276,3;414,6;1.957,6;#N/A;#N/A;808,0;150.000,1;919,2;4.835,3;#N/A;#N/A;114.762,1;#N/A;203,1;215,6
10/04/1979;239,8;149,3;50.895,1;114,1;274,8;411,8;1.946,3;#N/A;#N/A;803,6;149.180,2;914,2;4.808,8;#N/A;#N/A;114.134,8;#N/A;202,6;215,6
11/04/1979;238,4;148,3;50.867,5;114,2;274,3;410,2;1.956,2;#N/A;#N/A;807,7;149.938,7;918,8;4.833,3;#N/A;#N/A;114.715,2;#N/A;203,4;216,0
12/04/1979;234,0;145,9;50.311,2;112,4;267,7;403,4;1.917,6;#N/A;#N/A;824,3;146.059,8;900,7;4.740,5;#N/A;#N/A;112.447,7;#N/A;198,5;211,2
13/04/1979;234,0;145,9;50.311,2;112,4;267,7;403,4;1.917,6;#N/A;#N/A;824,3;146.059,8;900,7;4.740,5;#N/A;#N/A;112.447,7;#N/A;198,5;211,2
16/04/1979;234,0;145,9;50.311,2;112,4;267,7;403,4;1.917,6;#N/A;#N/A;824,3;146.059,8;898,4;4.740,5;#N/A;#N/A;112.447,7;#N/A;198,5;211,2
17/04/1979;231,9;144,8;50.326,7;111,2;264,9;399,2;1.897,5;#N/A;#N/A;815,7;144.532,0;889,0;4.691,0;#N/A;#N/A;111.271,5;#N/A;196,4;209,3
18/04/1979;233,2;145,4;50.551,0;112,5;267,4;402,7;1.931,5;#N/A;#N/A;830,3;147.125,4;905,0;4.775,1;#N/A;#N/A;113.268,1;#N/A;199,3;211,9
19/04/1979;240,9;149,9;52.131,7;115,9;275,6;413,5;1.980,3;#N/A;#N/A;851,3;150.839,7;927,8;4.895,7;#N/A;#N/A;116.127,6;#N/A;204,7;217,5
20/04/1979;236,4;147,7;51.974,4;114,3;271,2;410,4;1.965,6;#N/A;#N/A;844,9;149.718,5;920,9;4.859,3;#N/A;#N/A;115.264,5;#N/A;201,7;215,3
23/04/1979;236,9;147,8;51.665,5;114,5;270,3;407,1;1.953,9;#N/A;#N/A;799,9;147.936,1;908,6;4.785,2;#N/A;#N/A;114.579,4;#N/A;200,8;213,8
24/04/1979;239,7;149,3;52.353,1;115,9;273,7;412,1;1.982,1;#N/A;#N/A;811,4;150.071,2;921,7;4.854,3;#N/A;#N/A;116.233,1;#N/A;203,1;217,0
25/04/1979;241,8;150,4;52.722,5;118,4;275,5;414,5;2.020,7;#N/A;#N/A;827,2;152.995,7;939,7;4.948,9;#N/A;#N/A;118.498,2;#N/A;205,9;219,1
26/04/1979;242,2;150,7;52.836,4;118,6;277,5;414,5;2.025,1;#N/A;#N/A;829,0;153.326,3;941,7;4.959,6;#N/A;#N/A;118.754,2;#N/A;205,7;219,1
27/04/1979;243,7;151,2;53.323,2;118,6;277,2;416,3;2.016,6;#N/A;#N/A;825,5;152.682,6;937,7;4.938,7;#N/A;#N/A;118.255,7;#N/A;205,2;219,9
30/04/1979;245,3;152,8;54.144,6;118,8;278,5;420,0;2.013,1;#N/A;#N/A;819,4;152.453,6;930,2;4.891,0;#N/A;#N/A;117.423,3;#N/A;206,9;221,1
01/05/1979;247,3;152,8;54.994,6;119,6;281,6;423,9;2.044,7;#N/A;#N/A;832,3;154.846,9;944,8;4.967,8;#N/A;#N/A;119.266,6;#N/A;209,0;223,9
02/05/1979;246,3;153,2;55.508,9;119,1;281,5;425,1;2.036,1;#N/A;#N/A;828,8;154.196,5;940,9;4.946,9;#N/A;#N/A;118.765,7;#N/A;209,3;224,3
03/05/1979;246,5;153,3;55.244,1;118,7;281,3;423,5;2.019,6;#N/A;#N/A;822,2;152.968,1;933,4;4.907,5;#N/A;#N/A;117.819,5;#N/A;208,5;223,3
04/05/1979;248,5;154,5;54.691,3;119,6;284,4;426,3;2.034,5;#N/A;#N/A;838,8;154.750,1;940,1;5.002,4;#N/A;#N/A;118.673,5;#N/A;209,1;224,3
07/05/1979;248,5;154,5;54.691,3;119,6;284,4;426,3;2.034,5;#N/A;#N/A;838,8;154.750,1;940,1;5.002,4;#N/A;#N/A;118.673,5;#N/A;209,1;224,3
08/05/1979;249,0;154,8;56.574,9;120,4;289,4;429,0;2.066,0;#N/A;#N/A;852,0;157.169,3;954,8;5.080,6;#N/A;#N/A;120.528,7;#N/A;211,2;225,5
09/05/1979;248,0;154,1;52.685,4;119,9;286,5;423,5;2.039,6;#N/A;#N/A;841,1;155.159,1;942,6;5.015,6;#N/A;#N/A;118.987,2;#N/A;208,5;221,9
10/05/1979;252,3;157,1;53.975,2;123,1;291,7;432,3;2.096,6;#N/A;#N/A;864,6;159.500,1;969,0;5.155,9;#N/A;#N/A;122.316,1;#N/A;214,3;227,2
11/05/1979;251,5;156,7;54.147,0;123,1;291,7;433,4;2.103,3;#N/A;#N/A;867,3;160.007,7;972,1;5.172,3;#N/A;#N/A;122.705,4;#N/A;213,8;227,9
14/05/1979;251,0;156,4;53.537,5;122,8;291,4;431,1;2.090,0;#N/A;#N/A;843,2;156.687,5;961,6;5.089,4;#N/A;#N/A;122.158,0;#N/A;212,8;225,8
15/05/1979;255,5;159,6;54.229,8;123,9;294,1;437,9;2.066,6;#N/A;#N/A;844,5;156.916,4;963,0;5.096,9;#N/A;#N/A;122.336,4;#N/A;213,1;227,7
16/05/1979;256,5;160,1;54.923,0;124,5;296,1;442,7;2.090,7;#N/A;#N/A;854,3;158.742,2;974,2;5.156,2;#N/A;#N/A;123.759,9;#N/A;216,2;230,6
17/05/1979;256,8;160,7;55.795,9;124,9;297,6;446,5;2.107,2;#N/A;#N/A;861,1;159.998,3;981,9;5.197,0;#N/A;#N/A;124.739,1;#N/A;217,5;232,7
18/05/1979;256,4;161,1;56.328,2;125,2;297,2;448,2;2.115,5;#N/A;#N/A;864,4;160.623,3;985,7;5.217,3;#N/A;#N/A;125.226,4;#N/A;216,9;233,1
21/05/1979;262,0;164,9;57.123,7;128,2;302,2;454,7;2.148,9;#N/A;#N/A;885,1;163.164,9;1.000,1;5.288,3;#N/A;#N/A;127.208,0;#N/A;220,3;236,1
22/05/1979;265,4;166,8;58.180,6;129,8;307,2;461,2;2.181,4;#N/A;#N/A;898,5;165.628,4;1.015,2;5.368,2;#N/A;#N/A;129.128,6;#N/A;223,0;239,9
23/05/1979;264,2;165,9;57.750,8;128,4;304,4;457,1;2.154,5;#N/A;#N/A;887,4;163.584,7;1.002,6;5.301,9;#N/A;#N/A;127.535,2;#N/A;221,5;238,5
24/05/1979;263,8;165,4;57.519,3;128,5;303,9;456,1;2.155,4;#N/A;#N/A;887,8;163.654,5;1.003,1;5.304,2;#N/A;#N/A;127.589,7;#N/A;221,2;238,3
25/05/1979;270,6;170,0;59.393,0;131,9;313,0;469,5;2.215,7;#N/A;#N/A;917,9;168.828,9;1.031,2;5.469,2;#N/A;#N/A;131.161,7;#N/A;227,8;244,8
28/05/1979;270,6;170,0;59.393,0;131,9;313,0;469,5;2.215,7;#N/A;#N/A;917,9;168.828,9;1.031,2;5.469,2;#N/A;#N/A;131.161,7;#N/A;227,8;244,8
29/05/1979;273,8;172,2;61.318,3;133,2;319,8;480,9;2.260,0;#N/A;#N/A;936,2;172.201,6;1.051,8;5.578,4;#N/A;#N/A;133.781,9;#N/A;232,3;250,0
30/05/1979;270,3;169,7;60.036,9;131,3;316,3;472,9;2.228,6;#N/A;#N/A;923,2;169.812,0;1.037,2;5.501,0;#N/A;#N/A;131.925,5;#N/A;230,1;247,2
31/05/1979;274,6;172,0;61.057,1;132,7;321,6;478,0;2.253,4;#N/A;#N/A;933,3;171.656,1;1.048,4;5.560,8;#N/A;#N/A;133.889,6;#N/A;233,7;250,7
01/06/1979;275,1;172,7;61.222,2;132,6;322,7;479,8;2.244,7;#N/A;#N/A;929,7;170.995,3;1.044,4;5.539,3;#N/A;#N/A;133.374,1;#N/A;233,2;250,0
04/06/1979;272,9;171,0;60.143,8;131,3;321,6;472,9;2.215,5;#N/A;#N/A;929,6;170.917,7;1.049,5;5.525,2;#N/A;#N/A;131.670,3;#N/A;231,2;247,1
05/06/1979;274,8;172,3;60.913,3;132,1;323,9;478,6;2.231,0;#N/A;#N/A;935,9;172.068,4;1.056,5;5.562,4;#N/A;#N/A;132.556,7;#N/A;232,7;249,4
06/06/1979;280,0;175,7;61.851,5;135,0;329,5;487,4;2.277,7;#N/A;#N/A;955,5;175.674,5;1.078,7;5.679,0;#N/A;#N/A;135.334,8;#N/A;236,9;254,0
07/06/1979;276,1;173,2;61.289,2;133,7;329,1;483,1;2.275,7;#N/A;#N/A;954,7;175.517,5;1.077,7;5.673,9;#N/A;#N/A;135.213,9;#N/A;236,0;252,7
08/06/1979;280,0;175,5;60.878,7;135,7;325,9;480,4;2.263,0;#N/A;#N/A;949,3;174.534,7;1.071,7;5.642,1;#N/A;#N/A;134.456,8;#N/A;234,6;251,0
11/06/1979;282,4;177,0;61.768,2;136,5;331,8;489,4;2.297,9;#N/A;#N/A;956,9;176.500,1;1.081,1;5.682,7;#N/A;#N/A;136.496,6;#N/A;238,2;254,7
12/06/1979;277,8;174,0;61.274,0;132,8;327,6;483,1;2.244,2;#N/A;#N/A;934,8;172.420,7;1.056,1;5.551,3;#N/A;#N/A;133.341,8;#N/A;234,6;251,2
13/06/1979;276,6;173,1;60.790,6;131,5;323,4;477,7;2.208,5;#N/A;#N/A;919,9;169.675,6;1.039,3;5.463,0;#N/A;#N/A;131.218,9;#N/A;232,9;249,6
14/06/1979;279,0;174,5;61.359,2;133,1;326,9;481,6;2.238,8;#N/A;#N/A;932,5;172.005,2;1.053,6;5.538,0;#N/A;#N/A;133.020,5;#N/A;234,8;251,7
15/06/1979;280,0;174,1;61.190,1;132,9;327,2;474,3;2.257,8;#N/A;#N/A;929,5;171.438,3;1.050,1;5.519,7;#N/A;#N/A;132.582,1;#N/A;234,7;251,5
18/06/1979;278,0;172,8;61.551,7;132,0;328,0;478,6;2.263,1;#N/A;#N/A;950,5;174.950,3;1.074,2;5.650,0;#N/A;#N/A;132.933,5;#N/A;236,0;252,3
19/06/1979;280,3;173,0;61.040,1;132,0;328,6;469,7;2.238,9;#N/A;#N/A;940,1;173.029,1;1.062,4;5.588,0;#N/A;#N/A;131.473,7;#N/A;233,4;249,6
20/06/1979;281,4;173,1;61.423,7;131,9;329,5;469,8;2.240,9;#N/A;#N/A;940,9;173.184,0;1.063,3;5.593,0;#N/A;#N/A;131.591,3;#N/A;236,2;251,5
21/06/1979;282,3;173,5;61.430,4;131,9;329,8;466,0;2.232,8;#N/A;#N/A;937,5;172.555,9;1.059,5;5.572,7;#N/A;#N/A;131.114,1;#N/A;237,0;252,0
22/06/1979;283,5;173,7;60.816,2;132,4;331,3;466,3;2.274,3;#N/A;#N/A;941,2;173.233,9;1.063,6;5.594,6;#N/A;#N/A;131.629,3;#N/A;238,3;252,9
25/06/1979;283,9;172,9;60.879,6;131,5;332,8;467,8;2.275,7;#N/A;#N/A;959,3;173.414,7;1.091,1;5.692,6;#N/A;#N/A;131.766,6;#N/A;240,5;253,9
26/06/1979;281,5;172,2;60.781,4;130,8;328,5;468,6;2.263,2;#N/A;#N/A;953,6;172.388,7;1.084,6;5.659,0;#N/A;#N/A;130.987,1;#N/A;237,8;251,1
27/06/1979;281,8;172,1;60.768,3;130,7;326,9;465,9;2.251,8;#N/A;#N/A;948,8;171.519,6;1.079,2;5.630,4;#N/A;#N/A;130.326,7;#N/A;237,9;251,2
28/06/1979;275,9;168,4;60.922,4;127,2;328,0;465,6;2.240,7;#N/A;#N/A;944,2;170.673,4;1.073,8;5.602,7;#N/A;#N/A;129.683,7;#N/A;238,0;250,7
29/06/1979;277,5;169,0;60.161,4;127,3;322,6;457,7;2.190,6;#N/A;#N/A;923,0;166.854,4;1.049,8;5.477,3;#N/A;#N/A;133.065,6;#N/A;232,3;245,5
02/07/1979;282,5;172,3;61.572,1;129,1;329,9;467,4;2.252,7;#N/A;#N/A;943,9;176.657,2;1.071,6;5.671,1;#N/A;#N/A;135.330,2;#N/A;238,9;252,1
03/07/1979;281,4;171,4;61.559,8;127,7;328,4;467,2;2.210,0;#N/A;#N/A;936,4;175.245,6;1.063,0;5.625,8;#N/A;#N/A;134.248,9;#N/A;236,7;251,0
04/07/1979;283,5;172,1;61.420,9;127,4;329,2;467,8;2.199,3;#N/A;#N/A;931,8;174.397,2;1.057,8;5.598,5;#N/A;#N/A;133.599,0;#N/A;240,0;252,2
05/07/1979;288,3;174,7;62.193,3;129,3;333,9;473,1;2.221,2;#N/A;#N/A;941,1;176.134,1;1.068,4;5.654,3;#N/A;#N/A;134.929,5;#N/A;244,3;255,2
06/07/1979;290,3;176,5;63.156,6;130,7;336,3;482,3;2.258,0;#N/A;#N/A;956,7;179.047,0;1.086,0;5.747,8;#N/A;#N/A;137.161,0;#N/A;245,7;258,4
09/07/1979;287,9;175,5;63.193,0;130,7;335,6;483,7;2.328,7;#N/A;#N/A;977,9;181.342,1;1.107,0;5.871,2;#N/A;#N/A;138.313,4;#N/A;245,8;258,2
10/07/1979;290,5;176,6;63.110,6;130,7;336,1;482,3;2.307,2;#N/A;#N/A;968,5;179.607,4;1.096,4;5.815,1;#N/A;#N/A;136.990,3;#N/A;244,7;257,5
11/07/1979;290,3;175,8;63.196,6;130,0;336,9;481,3;2.300,8;#N/A;#N/A;965,9;179.111,2;1.093,4;5.799,0;#N/A;#N/A;136.611,8;#N/A;245,8;258,6
12/07/1979;290,8;176,1;63.164,4;130,5;336,9;481,2;2.306,8;#N/A;#N/A;968,4;179.574,9;1.096,2;5.814,0;#N/A;#N/A;136.965,5;#N/A;246,0;258,7
13/07/1979;287,5;174,1;62.730,7;129,0;335,2;476,5;2.288,6;#N/A;#N/A;960,7;178.157,8;1.087,6;5.768,1;#N/A;#N/A;135.884,7;#N/A;243,0;255,5
